"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 01 14:08:08 UTC 2025","Fri Aug 01 14:08:09 UTC 2025","941","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","updateProfile_shouldSucceed","Profile update succeeds",""
"passed","Fri Aug 01 14:07:40 UTC 2025","Fri Aug 01 14:07:41 UTC 2025","1177","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithInvalidContentType","Create note with incorrect Content-Type",""
"passed","Fri Aug 01 14:07:58 UTC 2025","Fri Aug 01 14:07:58 UTC 2025","657","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","registerWithEmptyBody","Register with empty request body",""
"passed","Fri Aug 01 14:08:00 UTC 2025","Fri Aug 01 14:08:01 UTC 2025","797","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","checkLoginAndSaveToken","Login and save token",""
"passed","Fri Aug 01 14:08:00 UTC 2025","Fri Aug 01 14:08:00 UTC 2025","643","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","registerWithEmptyEmail","Register with empty email",""
"passed","Fri Aug 01 14:07:51 UTC 2025","Fri Aug 01 14:07:52 UTC 2025","1142","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","completedUpdate","Update note 'Completed' status",""
"passed","Fri Aug 01 14:07:54 UTC 2025","Fri Aug 01 14:07:55 UTC 2025","1035","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","updateNoteWithEmptyBody","Update note with empty request body",""
"passed","Fri Aug 01 14:07:53 UTC 2025","Fri Aug 01 14:07:54 UTC 2025","1094","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","deleteNote","Delete note by ID",""
"passed","Fri Aug 01 14:07:41 UTC 2025","Fri Aug 01 14:07:43 UTC 2025","1315","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","updateNonexistentNote","Update nonexistent note",""
"passed","Fri Aug 01 14:13:39 UTC 2025","Fri Aug 01 14:13:45 UTC 2025","6037","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Email instead of username",""
"passed","Fri Aug 01 14:12:04 UTC 2025","Fri Aug 01 14:12:10 UTC 2025","5993","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Empty username",""
"passed","Fri Aug 01 14:10:21 UTC 2025","Fri Aug 01 14:10:27 UTC 2025","5983","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Empty username",""
"passed","Fri Aug 01 14:09:42 UTC 2025","Fri Aug 01 14:09:47 UTC 2025","4415","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Numeric-only input",""
"passed","Fri Aug 01 14:08:06 UTC 2025","Fri Aug 01 14:08:48 UTC 2025","41869","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","sendingResetPasswordByTabSpace","Send password reset request via Tab → Space",""
"passed","Fri Aug 01 14:12:58 UTC 2025","Fri Aug 01 14:13:04 UTC 2025","5928","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration XSS attempt in username",""
"passed","Fri Aug 01 14:13:21 UTC 2025","Fri Aug 01 14:13:27 UTC 2025","6005","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username in uppercase only",""
"passed","Fri Aug 01 14:14:58 UTC 2025","Fri Aug 01 14:15:03 UTC 2025","4697","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Payment Method Not Selected",""
"passed","Fri Aug 01 14:11:25 UTC 2025","Fri Aug 01 14:11:35 UTC 2025","9388","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","loginWithMaxLengthUsername","Successful login with 39-character username",""
"passed","Fri Aug 01 14:15:25 UTC 2025","Fri Aug 01 14:15:30 UTC 2025","4612","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Phone format 123-45-6789",""
"passed","Fri Aug 01 14:09:01 UTC 2025","Fri Aug 01 14:09:06 UTC 2025","5867","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases XSS <script>",""
"passed","Fri Aug 01 14:13:45 UTC 2025","Fri Aug 01 14:13:51 UTC 2025","5843","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithMaxLengthUsername","Register with 39-character username",""
"passed","Fri Aug 01 14:12:34 UTC 2025","Fri Aug 01 14:12:40 UTC 2025","5939","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username with space",""
"passed","Fri Aug 01 14:14:20 UTC 2025","Fri Aug 01 14:14:24 UTC 2025","4019","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","cancelFileUploading","Cancel Uploading via Escape",""
"passed","Fri Aug 01 14:11:16 UTC 2025","Fri Aug 01 14:11:25 UTC 2025","9587","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","checkLogout","Successful logout after login",""
"passed","Fri Aug 01 14:14:24 UTC 2025","Fri Aug 01 14:14:30 UTC 2025","6165","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","checkDownloadJsonFile","Download Json file",""
"passed","Fri Aug 01 14:10:01 UTC 2025","Fri Aug 01 14:10:05 UTC 2025","4453","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Special characters",""
"passed","Fri Aug 01 14:09:24 UTC 2025","Fri Aug 01 14:09:29 UTC 2025","4386","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases SQL DROP",""
"passed","Fri Aug 01 14:13:27 UTC 2025","Fri Aug 01 14:13:33 UTC 2025","6013","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Password without digit",""
"passed","Fri Aug 01 14:10:33 UTC 2025","Fri Aug 01 14:10:39 UTC 2025","6237","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Non-existent user",""
"passed","Fri Aug 01 14:12:16 UTC 2025","Fri Aug 01 14:12:22 UTC 2025","6016","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Passwords do not match",""
"passed","Fri Aug 01 14:09:11 UTC 2025","Fri Aug 01 14:09:15 UTC 2025","4294","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases XSS javascript:",""
"passed","Fri Aug 01 14:11:50 UTC 2025","Fri Aug 01 14:11:56 UTC 2025","5935","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithThreeCharUsername","Register with 3-character username",""
"passed","Fri Aug 01 14:08:48 UTC 2025","Fri Aug 01 14:08:54 UTC 2025","6262","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","sendingResetPasswordByEnter","Send password reset request using Enter",""
"passed","Fri Aug 01 14:13:33 UTC 2025","Fri Aug 01 14:13:39 UTC 2025","5948","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username with only digits",""
"passed","Fri Aug 01 14:11:56 UTC 2025","Fri Aug 01 14:12:04 UTC 2025","7998","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","shouldRejectDuplicateUsername","Register with already existing username",""
"passed","Fri Aug 01 14:15:17 UTC 2025","Fri Aug 01 14:15:21 UTC 2025","4463","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Phone only spaces",""
"passed","Fri Aug 01 14:14:45 UTC 2025","Fri Aug 01 14:14:49 UTC 2025","4440","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Empty Contact Name",""
"passed","Fri Aug 01 14:14:04 UTC 2025","Fri Aug 01 14:14:10 UTC 2025","6296","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","checkDownloadPNGFile","Download PNG file",""
"passed","Fri Aug 01 14:12:52 UTC 2025","Fri Aug 01 14:12:58 UTC 2025","5810","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration SQL injection attempt in username",""
"passed","Fri Aug 01 14:10:57 UTC 2025","Fri Aug 01 14:11:03 UTC 2025","6230","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Username with leading space",""
"passed","Fri Aug 01 14:12:10 UTC 2025","Fri Aug 01 14:12:16 UTC 2025","6254","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Empty password",""
"passed","Fri Aug 01 14:14:49 UTC 2025","Fri Aug 01 14:14:54 UTC 2025","4460","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Empty Contact Number",""
"passed","Fri Aug 01 14:13:10 UTC 2025","Fri Aug 01 14:13:15 UTC 2025","5937","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username starts with space",""
"passed","Fri Aug 01 14:10:27 UTC 2025","Fri Aug 01 14:10:33 UTC 2025","6015","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Empty password",""
"passed","Fri Aug 01 14:12:40 UTC 2025","Fri Aug 01 14:12:46 UTC 2025","5946","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username with special characters",""
"passed","Fri Aug 01 14:15:21 UTC 2025","Fri Aug 01 14:15:25 UTC 2025","4498","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Phone format (123) 456-7890",""
"passed","Fri Aug 01 14:12:22 UTC 2025","Fri Aug 01 14:12:28 UTC 2025","5966","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username < 3 characters",""
"passed","Fri Aug 01 14:09:33 UTC 2025","Fri Aug 01 14:09:38 UTC 2025","4660","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Double @ symbol",""
"passed","Fri Aug 01 14:13:51 UTC 2025","Fri Aug 01 14:13:58 UTC 2025","6531","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","checkDownloadTXTFile","Download TXT file",""
"passed","Fri Aug 01 14:14:39 UTC 2025","Fri Aug 01 14:14:45 UTC 2025","6044","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","happyPath","Happy-path form validation",""
"passed","Fri Aug 01 14:10:45 UTC 2025","Fri Aug 01 14:10:51 UTC 2025","6300","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios SQL injection in password",""
"passed","Fri Aug 01 14:13:04 UTC 2025","Fri Aug 01 14:13:10 UTC 2025","5906","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Password length 40 characters",""
"passed","Fri Aug 01 14:09:20 UTC 2025","Fri Aug 01 14:09:24 UTC 2025","4631","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases SQL UNION",""
"passed","Fri Aug 01 14:09:38 UTC 2025","Fri Aug 01 14:09:42 UTC 2025","4472","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Email with spaces",""
"passed","Fri Aug 01 14:15:07 UTC 2025","Fri Aug 01 14:15:12 UTC 2025","4631","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Contact Number letters only",""
"passed","Fri Aug 01 14:14:10 UTC 2025","Fri Aug 01 14:14:14 UTC 2025","4154","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","dragAndDropTest","Drag and Drop file",""
"passed","Fri Aug 01 14:08:54 UTC 2025","Fri Aug 01 14:09:01 UTC 2025","6183","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","validSendingResetPassword","Send password reset request to valid email",""
"passed","Fri Aug 01 14:13:15 UTC 2025","Fri Aug 01 14:13:21 UTC 2025","5852","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username ends with space",""
"passed","Fri Aug 01 14:14:54 UTC 2025","Fri Aug 01 14:14:58 UTC 2025","4491","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Empty PickUp Date",""
"passed","Fri Aug 01 14:11:03 UTC 2025","Fri Aug 01 14:11:10 UTC 2025","6091","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Password with leading space",""
"passed","Fri Aug 01 14:15:30 UTC 2025","Fri Aug 01 14:15:35 UTC 2025","4503","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Contact Number only spaces",""
"passed","Fri Aug 01 14:11:44 UTC 2025","Fri Aug 01 14:11:50 UTC 2025","5953","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithRegularUsername","Register with standard username",""
"passed","Fri Aug 01 14:09:47 UTC 2025","Fri Aug 01 14:09:51 UTC 2025","4425","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Empty input",""
"passed","Fri Aug 01 14:13:58 UTC 2025","Fri Aug 01 14:14:04 UTC 2025","6166","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","checkDownloadJpgFile","Download JPG file",""
"passed","Fri Aug 01 14:11:35 UTC 2025","Fri Aug 01 14:11:44 UTC 2025","9291","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","loginWithThreeCharUsername","Successful login with 3-character username",""
"passed","Fri Aug 01 14:10:51 UTC 2025","Fri Aug 01 14:10:57 UTC 2025","6070","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios XSS attempt in username",""
"passed","Fri Aug 01 14:14:14 UTC 2025","Fri Aug 01 14:14:20 UTC 2025","5881","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","uploadFile","Upload file <500 KB",""
"passed","Fri Aug 01 14:09:15 UTC 2025","Fri Aug 01 14:09:20 UTC 2025","4365","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases SQL OR 1=1",""
"passed","Fri Aug 01 14:10:15 UTC 2025","Fri Aug 01 14:10:21 UTC 2025","6069","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Empty fields",""
"passed","Fri Aug 01 14:11:10 UTC 2025","Fri Aug 01 14:11:16 UTC 2025","6116","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios Username longer than 39 characters",""
"passed","Fri Aug 01 14:09:56 UTC 2025","Fri Aug 01 14:10:01 UTC 2025","4816","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Very long domain",""
"passed","Fri Aug 01 14:12:46 UTC 2025","Fri Aug 01 14:12:52 UTC 2025","6008","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Password shorter than 4 characters",""
"passed","Fri Aug 01 14:09:51 UTC 2025","Fri Aug 01 14:09:56 UTC 2025","4770","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases 255 characters",""
"passed","Fri Aug 01 14:15:12 UTC 2025","Fri Aug 01 14:15:17 UTC 2025","4534","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Contact Number special chars",""
"passed","Fri Aug 01 14:09:29 UTC 2025","Fri Aug 01 14:09:33 UTC 2025","4399","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases Missing @ symbol",""
"passed","Fri Aug 01 14:09:06 UTC 2025","Fri Aug 01 14:09:11 UTC 2025","4604","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Negative Forgot Password test cases XSS img tag",""
"passed","Fri Aug 01 14:14:35 UTC 2025","Fri Aug 01 14:14:39 UTC 2025","4243","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","uploadLargeFile","Check upload file >500 KB",""
"passed","Fri Aug 01 14:10:05 UTC 2025","Fri Aug 01 14:10:15 UTC 2025","9385","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","loginWithRegularUsername","Successful login with standard username",""
"passed","Fri Aug 01 14:12:28 UTC 2025","Fri Aug 01 14:12:34 UTC 2025","5991","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Validation errors during registration Username > 39 characters",""
"passed","Fri Aug 01 14:10:39 UTC 2025","Fri Aug 01 14:10:45 UTC 2025","6016","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Negative login scenarios SQL injection in username",""
"passed","Fri Aug 01 14:15:03 UTC 2025","Fri Aug 01 14:15:07 UTC 2025","4452","","UiTests.tests.forms.FormValidationTests","","UiTests.tests.forms.FormValidationTests","negativeValidationForm","Negative validation form scenarios Contact Number < 10 digits",""
"passed","Fri Aug 01 14:14:30 UTC 2025","Fri Aug 01 14:14:35 UTC 2025","4106","","UiTests.tests.files.DragDropUploadDownloadFilesTests","","UiTests.tests.files.DragDropUploadDownloadFilesTests","checkUploadWithoutUploading","Check Upload button without uploading file",""
